Name,  Meaning,Gender
Raeleah,   Rays of sunshine,F
Rafa,   Happiness; Prosperity,F
Ragamaya,   Full of passion; Music; Colour,F
Raghavi,   Music,F
Raghd,   Pleasant,F
Ragi,   Loving,F
Ragini,   A melody,F
Rahat,   Relief,F
Rahini,   Goddess Saraswati,F
Raieha,   Fragarance; Khushboo,F
Raima,   Pleasing,F
Raina,   Night,F
Raisa,   Leader; Flower,F
Raja,   King-Queen,F
Rajag,   Universal awareness,F
Rajahansa,   Swan,F
Rajani,   Night,F
Rajas,   One of the three expression in human,F
Rajashi,   Ever a king,F
Rajashri,   Royalty,F
Rajasi,   Worthy of a king,F
Rajata,   Silver,F
Rajdulari,   Dear princess,F
Rajeshri,   Queen,F
Rajeshvari,   Princess,F
Rajeshwari,   Goddess Parvati,F
Rajhans,   Swan,F
Rajhansa,   Swan,F
Raji,   Shining,F
Rajika,   Lamp,F
Rajita,   Bright; Brilliant,F
Rajitha,   Illuminated,F
Rajivini,   Collection of blue lotuses,F
Rajkumari,   Princess,F
Rajnandini,   Princess,F
Rajni,   Night,F
Rajrita,   Prince of living,F
Rajshri,   Sage-like king,F
Rajul,   Brilliant,F
Rajvi,   Queen,F
Raka,   Full moon,F
Rakhee,   Symbol of protection; Thread of brother,F
Rakhi,   Thread of brother-sister bonding,F
Raksha,   Protection,F
Rakshita,   Protection,F
Rakshma,   Rich girl,F
Rakti,   Pleasing,F
Rama,   Goddess Lakshmi,F
Ramana,   Enchanting,F
Ramani,   Beautiful Girl,F
Ramanika,   Handsome,F
Rambha,   Name of an apsara,F
Rameshwari,   Parvati,F
Ramila,   Lover,F
Ramini,   Beautiful girl,F
Ramita,   Pleasing,F
Ramitha,   Pleasing,F
Ramola,   Who takes interest in everything,F
Ramona,   Might Protector,F
Ramra,   Splendour,F
Ramuniqe,   Beautiful girl,F
Ramya,   Beautiful,F
Ramyaa,   Beautiful,F
Rand,   Tree of good scent,F
Rangana,   A flower,F
Rangita,   Charming; Coloured,F
Rangitha,   Charmed,F
Rangoli,   Colorful,F
Ranhita,   Quick,F
Ranhitha,   Swift,F
Rani,   Queen,F
Ranita,   Tinkling,F
Raniya,   Gazing,F
Ranjan,   Enjoyment,F
Ranjana,   Entertainment; Delightful,F
Ranjika,   Exciting,F
Ranjini,   Pleasing,F
Ranjita,   Adorned,F
Ranjudeep,   Pleasant,F
Ranvitha,   Joyous,F
Ranya,   Pleasant,F
Rasha,   Young gazelle,F
Rasheeda,   Wise; Mature,F
Rashi,   Collection,F
Rashika,   A ray of light,F
Rashmi,   A ray of light,F
Rashmika,   Ray of light,F
Rashna,   A ray of light,F
Rasika,   Connosseur,F
Rasna,   The tongue,F
Ratanjali,   Red sandal wood,F
Rathika,   Satisfied,F
Rathna,   Pearl,F
Rati,   Most beautiful lady; Wife of cupid,F
Ratna,   Precious stone,F
Ratnabala,   Jewelled,F
Ratnabali,   String of pearls,F
Ratnajyoti,   Lustrous jewel,F
Ratnalekha,   Splendour of jewels,F
Ratnali,   A jewelled,F
Ratnamala,   String of pearls,F
Ratnangi,   Jewel-bodied,F
Ratnapriya,   Lover of jewels,F
Ratnavali,   A bunch of gems,F
Ratrinight,   A Name for Goddess Durga,F
Ratti,   Wife of Kamdeva,F
Ravali,   Eshwara,F
Raveena,   Sunny,F
Ravi,   Sun,F
Raviprabha,   Light of the sun,F
Ravisha,   Similar to Sun,F
Rawdha,   Garden,F
Raya,   Flow; Sated with drink,F
Rayna,   Queen; Pure,F
Rea,   Flower name for Poppy,F
Rebha,   Sings praises,F
Reem,   Gazelle,F
Reema,   White antelope,F
Reena,   Gem,F
Reeya,   Gem,F
Rehana,   Sweet smelling plant,F
Rekha,   Line; Artwork,F
Rena,   Peace,F
Reneeka,   Song,F
Renu,   Atom,F
Renuka,   The mother of Parasurma; The sixth incarnation of Lord Vishnu; Wife of Jamadagni rishi,F
Reny,   Nill,F
Resha,   Line,F
Resham,   Silk,F
Reshma,   Silken,F
Reshmi,   Silken,F
Reshu,   Pure soul,F
Reva,   A star,F
Revathi,   Wealth,F
Revati,   Wife of Balarama; A star,F
Rewa,   Swift,F
Reya,   Queen,F
Rhea,   Singer,F
Rheeya,   Singer,F
Rhoda,   Greek for rose,F
Rhyah,   Queen of the Sun,F
Rhythm,   Music flow,F
Ria,   Singer,F
Richa,   Hymn; The writing of the Vedas,F
Riddhi,   Siddhi will follow; Good fortune,F
Riddhima,   Full of love,F
Ridhhima,   Soul,F
Ridhi,   Prosperity,F
Ridhima,   Full of love,F
Rihana,   Sweet basil,F
Riju,   Innocent,F
Rijul,   Innocent,F
Rijuta,   Innocence,F
Riketa,   Season,F
Rikisha,   Rose,F
Rikita,   Season,F
Rima,   White antelope,F
Rimpi,   Pretty,F
Rimpy,   Pretty,F
Rina,   Dissolved,F
Rini,   Debt,F
Rinka,   Dissolved,F
Ripple,   Small wave,F
Risha,   Sanity,F
Rishika,   Saintly,F
Rishikha,   Saintly,F
Rishima,   Moonbeam,F
Rishita,   The best,F
Rita,   Way of life,F
Rithika,   Brass,F
Riti,   Memory; Well being,F
Ritika,   Movement,F
Ritisha,   The goddess of truth,F
Ritkriti,   Creation of God Sun,F
Ritsika,   Traditional,F
Ritu,   Season,F
Rituparna,   Leafy season,F
Ritusha,   Season,F
Ritushree,   Seansonal,F
Ritvika,   Beautiful,F
Riya,   Graceful; Singer,F
Rochi,   Light,F
Rodasi,   The Earth and Sky,F
Rohana,   Sandal wood,F
Rohi,   A river in Afghanistan,F
Rohin,   Rrising,F
Rohini,   A star,F
Rohita,   Brahma's daughter,F
Rohitha,   Another name of Lord Vishnu,F
Roja,   Rose,F
Rolee,   Sindoor,F
Roma,   Lakshmi,F
Romee,   Princess,F
Romila,   Heartfelt,F
Ronika,   Victory bringer,F
Rooja,   Soft,F
Roona,   Red colour; Lakshmi,F
Roop,   Look,F
Roopa,   Blessed with beauty,F
Roopal,   Beautiful,F
Roopali,   Beautiful,F
Roopinder,   Beautiful,F
Roopini,   Beautiful,F
Rosalinda,   Beautiful Rose,F
Rosella,   Pretty rose,F
Roshan,   Bright,F
Roshini,   Powerful,F
Roshitha,   Bright light,F
Roshna,   Bright,F
Roshni,   Brightness,F
Rosita,   Little Rose,F
Rosy,   Deep pink,F
Rouble,   Money,F
Rozmin,   Rose flower,F
Ruana,   String musical instrument,F
Rubaina,   Bright,F
Rubika,   Beauty,F
Rubina,   Flower,F
Rucha,   Bright; Brilliant; Radiant,F
Ruchi,   Lustre; Beauty,F
Ruchika,   Shining; Beautiful; Desirous,F
Ruchira,   Beautiful; Tasty,F
Ruchita,   Splenderous,F
Ruchitha,   Bright,F
Rudali,   Rain,F
Rudra,   Parvati; Consort of Shiva; Crying,F
Rudrakali,   Godess Durga,F
Rudrakshi,   Parvati,F
Rudrangshi,   Part of lord rudra,F
Rudrani,   A wife of Shiva Rudra,F
Rudrapriya,   Goddess Durga,F
Rugu,   Soft,F
Ruhani,   Spiritual; Sacred; Divine,F
Ruhi,   Soul,F
Ruhika,   Desire,F
Ruhin,   Spiritual,F
Ruhina,   With a soul,F
Rujula,   Who endows wealth; Lakshmi; Soft,F
Rujuta,   Honesty; Sincerity,F
Rukan,   Steady; Confident,F
Rukhmini,   Goddess Laxmi,F
Rukma,   Golden,F
Rukmini,   Wife of Krishna,F
Ruksana,   Brilliant,F
Ruma,   Wife a Sugriva,F
Run zhun,   Sweet sound,F
Runa,   Sixth month,F
Runali,   Red coloured; Lakshmi,F
Rupa,   Beauty; Silver,F
Rupal,   Made of silver,F
Rupali,   Beautiful; Pretty,F
Rupashi,   Beautiful,F
Rupashree,   Beautiful,F
Rupashri,   Beautiful,F
Rupasi,   Beautiful lady,F
Rupeshwari,   Goddes of beauty,F
Rupi,   Beauty,F
Rupika,   Beautiful Woman,F
Ruqaya,   Name of the Prophet's daughter,F
Rushada,   Good news,F
Rushali,   Bright Girl,F
Rusham,   Peaceful,F
Rushda,   Good News,F
Rushitha,   Bright Girl,F
Ruth,   Season,F
Ruthu,   Season,F
Rutika,   Garden of flowers,F
Rutti,   Season,F
Rutu,   The season,F
Rutuja,   Queen of seasons,F
Rutva,   Season,F
Rutvi,   Wish,F
Ruwayda,   Walking gently,F
Ryka,   Born out of a prayer,F
Saabira,   Patient,F
Saachee,   Beloved,F
Saachi,   Truth,F
Saaliha,   Good; Useful,F
Saalima,   Safe; Healthy,F
Saamiya,   Elevated; Lofty,F
Saanchi,   Godness Laxmi,F
Saanchitha,   Collection of Verses,F
Saanjh,   Evening,F
Saanvi,   Goddess Lakshmi,F
Saanvika,   Goddess lakshmi,F
Saashi,   Moon,F
Saatvika,   Calm,F
Saba,   Early morning breeze,F
Sabeena,   Beautiful,F
Sabia,   Beautiful; 7th sky in Arabic,F
Sabiha,   Beautiful,F
Sabina,   Beautiful,F
Sabita,   Beautiful sunshine,F
Sabrang,   Rainbow,F
Sabri,   Lord Ram's devotees,F
Sabrina,   Princess,F
Saburi,   Compassion,F
Sachi,   Wife of Lord Indra,F
Sachika,   Kind,F
Sachita,   Consciousness,F
Sada,   Always,F
Sadabhuja,   Goddess Durga,F
Sadaf,   Pearl,F
Sadagati,   Liberation,F
Sadaneera,   Going water,F
Sadgata,   Who moves in the right direction,F
Sadgati,   Liberation,F
Sadguna,   Good virtues,F
Sadhan,   Fulfulment,F
Sadhana,   Long practice; Study; Fulfilment,F
Sadhika,   Achiever,F
Sadhna,   Worship,F
Sadhri,   Conqueror,F
Sadhvi,   Virtuous woman,F
Sadhya,   Perfection,F
Sadiqua,   Kindly,F
Sadvita,   Combination,F
Saee,   Female friend,F
Saeeda,   Priestly,F
Saesha,   With great desire and wish,F
Safa,   Clarity; Purity; Serenity,F
Safia,   Chaste,F
Safiya,   Untroubled; Serene; Pure; Best friend,F
Sagara,   Ocean,F
Sagari,   Of the ocean,F
Sagarika,   Wave; Born in the ocean,F
Sagun,   Auspicious,F
Saguna,   Possessed of good qualities,F
Sahala,   Smooth,F
Sahana,   A raga; Patience,F
Sahasra,   A new beginning,F
Saheli,   Friend,F
Sahen,   Friend,F
Saher,   Morning; Subha,F
Sahiba,   The lady,F
Sahila,   Guide,F
Sahima,   Snowed,F
Sahira,   Mountain,F
Sahitha,   Being near,F
Sahithi,   Literature,F
Sahitya,   Literature,F
Sahla,   Smooth; Soft; Fluent; Flowing style,F
Sahna,   Form; Figure; Complexion,F
Sahoj,   Strong,F
Saijayani,   Personification of Victory; A Name for Shirdi Sai Baba,F
Saikirana,   A beam of light from deity Saibaba,F
Sailaja,   Lord Parvathi; Daughter of Parvatha,F
Sailee,   Name of flower; Shadow of Lord Sai,F
Saima,   Mother of flowers,F
Saina,   Princess,F
Sairah,   Beautiful,F
Saisha,   God,F
Saiyette,   Princess,F
Sajala,   Clouds,F
Sajani,   Beloved; Loving; Well loved,F
Sajili,   Decorated,F
Sajni,   Beloved,F
Sakeena,   God-inspired peace of mind; Tranquillity,F
Saketha,   Shri Krishna,F
Sakhee,   Tranquility,F
Sakhi,   Friend,F
Sakina,   Friend,F
Sakshi,   Witness,F
Sakti,   Energy; Goodness,F
Sakura,   Beautiful flower,F
Saleema,   Safe; Healthy,F
Salena,   The moon,F
Salila,   Water,F
Salima,   Happy,F
Salma,   Peace,F
Saloni,   Beautiful,F
Salwa,   Quail; Solace,F
Sama,   Weather,F
Samaah,   Generosity,F
Samadrita,   Beloved,F
Samali,   Bouquet,F
Samalika,   Chain of flowers,F
Samanvi,   One who poses all best qualities,F
Samapti,   Wealth,F
Samar,   Evening conversations,F
Samara,   Guarded; Protected by God,F
Samata,   Equality,F
Sambar,   Liquid,F
Sambodhi,   Full of knowledge,F
Samdisha,   Same in all directions,F
Sameeha,   Generous,F
Sameeksha,   Abstract,F
Sameena,   Happy,F
Sameera,   Early morning fragrance; Entertaining companion,F
Samhita,   A vedic omposition,F
Samidha,   An offering for a sacred fire,F
Samika,   Peaceful,F
Samiksha,   Analysis; Overview,F
Samira,   A chameli flower,F
Samit,   Collected,F
Samita,   Collected,F
Samiya,   Incomparable,F
Sammathi,   Agreement,F
Samohina,   Cool personality,F
Sampada,   Wealthy,F
Sampatti,   Wealth,F
Sampreethi,   Joy; Satisfaction; Delight,F
Sampriti,   Attachement,F
Samreen,   A lovely quite girl,F
Samriddhi,   Prosperity,F
Samrithi,   Meeting,F
Samrta,   Provided with Nectar,F
Samrudhi,   Godess Laxmi,F
Samshini,   Destroyer of Evil,F
Samskara,   Ethics,F
Samudra,   Ocean; Sea,F
Samyukta,   Goddess Durga,F
Samyuktha,   Goddess Devi,F
Sana,   Praise; Prayer,F
Sanah,   Skilful; Radiance; Elegance,F
Sanam,   When water on flower dries up,F
Sananda,   Happy,F
Sanatani,   Goddess Durga,F
Sanaya,   Eminent; Distinguished,F
Sanchala,   Sanskrit synonym for water,F
Sanchali,   Movement,F
Sanchay,   Collection,F
Sanchaya,   Collection,F
Sanchita,   Collection,F
Sandhana,   Worship; Hard practice,F
Sandhaya,   Collection,F
Sandhya,   Evening,F
Sandika,   Vibrant; Beautiful,F
Sandya,   Sunset time; Name of a God,F
Sanemi,   Perfect,F
Sangeeta,   Musical,F
Sangeetha,   Music,F
Sangita,   Music,F
Sangya,   Intellect; Wife of Surya Dev,F
Sani,   Gift,F
Sania,   Khush,F
Saniha,   Near,F
Sanika,   Flute,F
Saniksha,   Peace,F
Sanithi,   Obtainment,F
Saniya,   Moment,F
Sanjana,   Gentle,F
Sanjaya,   Triumphant,F
Sanjeevani,   Immortality,F
Sanjita,   Triumphant,F
Sanjivani,   Immortality,F
Sanjna,   Well Known,F
Sanjoli,   Period of twilight,F
Sanju,   Sweet,F
Sanjukta,   Wife of king prithviraj; Union,F
Sanjula,   Beautiful,F
Sanjushree,   Beautiful,F
Sankari,   Goddess Parvati,F
Sankul,   Full of,F
Sannidhi,   Nearness,F
Sanobar,   Palm tree,F
Sanoja,   Eternal,F
Sansita,   Praise,F
Sanskriti,   Culture,F
Sanskruti,   Culture,F
Santati,   Granter of Issues; Goddess Durga,F
Santawana,   Consolation,F
Santayani,   Of the evening,F
Santhi,   Peace,F
Santosa,   Content; Satisfied,F
Santosh,   Satisfaction,F
Santoshi,   Godess Name,F
Santushti,   Complete satisfaction,F
Sanvali,   Dusky,F
Sanvi,   Goddess Laxmi,F
Sanwari,   Dusky,F
Sanya,   Benevolent; Beneficient; Fortunate,F
Sanyakta,   Joined; United,F
Sanyukta,   Union,F
Saparna,   Leafy,F
Saphala,   Successful,F
Sapna,   Dream,F
Sapura,   Flower,F
Sara,   Precious,F
Sarada,   Goddess Saraswati,F
Sarah,   Princess,F
Sarahna,   Praise; Appreciation,F
Sarakshi,   Good sight,F
Sarala,   Straight; Honest; Simple,F
Sarama,   Wife of Bibhisan,F
Sarangi,   A spotted deo; A ragini,F
Sarani,   Protecting,F
Saranya,   Surrendered,F
Sarasa,   Swan,F
Sarasi,   Lake,F
Sarasvati,   A goddess of learning,F
Saraswati,   Goddess of learning,F
Saratha,   The God Saraswathi Devi,F
Saravati,   A river,F
Sarayu,   A holy river,F
Sarbani,   Goddess Durga,F
Sargam,   7 basic notes of Music,F
Sargini,   Composed of parts,F
Sarika,   A parrot,F
Sarisha,   Charming,F
Sarit,   River,F
Sarita,   River,F
Sariyah,   Column,F
Sarjana,   Creative; Creation,F
Sarjena,   Creative,F
Sarjita,   The One Who Creates,F
Sarla,   Straight forward,F
Sarmistha,   A daughter of Vrsaparvan,F
Saroj,   Lotus,F
Saroja,   Lotus,F
Sarojini,   Lotus,F
Saruchi,   Wonderful,F
Sarupa,   Beautiful,F
Saruprani,   Beautiful woman,F
Sarvagjna,   Goddess Durga,F
Sarvajina,   Durga; Who knows everything,F
Sarvanta,   Which is complete in itseld,F
Sarvari,   Night,F
Sarvika,   Universal,F
Saryu,   River Sharayu,F
Sashi,   Moon,F
Sasikala,   Moon light,F
Sasmita,   Smiling,F
Sasthi,   Goddess Durga,F
Satha,   Dishonest,F
Sati,   Chaste woman,F
Satvari,   Night,F
Satvi,   Existence,F
Satviki,   Goddess Durga,F
Satya,   Truth,F
Satyaki,   One who is truthful,F
Satyarupa,   Truth; Personified,F
Satyavati,   Mother of Vyasa; Truthful,F
Saudamini,   Lightning,F
Saudhnya,   Title,F
Saujanya,   Kind,F
Saukhya,   Happy; Comfortable,F
Saumya,   Mild,F
Saumyaa,   Goddess Durga,F
Saumyi,   Moonlight,F
Saundarya,   Beauty,F
Saura,   Celestial,F
Savarna,   Daughter of the Ocean,F
Savinaya,   Modesty,F
Saviona,   Gift of God,F
Savita,   Sun,F
Savitashri,   Lustre of the sun,F
Savitha,   Bright,F
Savitri,   A river; Goddess Saraswati,F
Sawda,   Proper name,F
Sawini,   A river,F
Sawsan,   Lily of the valley,F
Saya,   Close of day,F
Sayali,   Flower,F
Sayantini,   Evening,F
Sayeeda,   Leader,F
Sayona,   To decorate,F
Sayuri,   Flower,F
Schaely,   Fairy forte,F
Seema,   Limit; Border,F
Seemanti,   Parting line,F
Seemantini,   Woman,F
Seerat,   Inner beauty; Fame,F
Sejal,   River water,F
Selina,   Star in the sky,F
Selma,   Fair,F
Selvi,   Happy prosperous daughter,F
Semanti,   A white rose,F
Semantika,   Flower,F
Senorita,   Sweet,F
Serena,   Quiet,F
Sesha,   Sserpent who symbolises time,F
Setu,   Sacred symbol,F
Seva,   Worship,F
Sevati,   White rose,F
Sevita,   Cherished,F
Shaadiya,   Singer,F
Shabab,   Beauty,F
Shabalini,   A mossy,F
Shabana,   Decorated,F
Shabari,   A tribal devotee of Lord Rama,F
Shabnam,   Dew,F
Shabnum,   Sew,F
Shachi,   Wife of Lord Indra,F
Shadan,   Cheerful; Prosperous; Happy,F
Shagufta,   Flowering,F
Shagun,   Auspicious moment,F
Shahana,   One with patience,F
Shaheda,   Whitness,F
Shaheena,   Tender,F
Shahnas,   A tune,F
Shahnaz,   Pride and bride of the king,F
Shahzeela,   Beautiful,F
Shail,   Mountain,F
Shaila,   Stone; Mountain; Goddess Parvati,F
Shailaja,   Goddess Parvati,F
Shailey,   Style; Art,F
Shaili,   Style,F
Shailly,   Style,F
Shaina,   Happienes,F
Shaista,   Well behaved,F
Shaivi,   Prosperity,F
Shakambari,   Goddess Parvati,F
Shakaya,   Voices in the wind life,F
Shakeel,   Handsome,F
Shakeela,   Beautiful,F
Shakini,   Goddess Parvati,F
Shakti,   Goddess Durga; Power,F
Shakuntala,   Brought up by birds,F
Shalaka,   Goddess Parvati,F
Shalakha,   Goddess Parvati,F
Shalalu,   Perfume,F
Shalika,   Flute,F
Shalin,   Silk-cottom tree,F
Shalini,   Modesty,F
Shalmali,   Silk-cottom tree,F
Shalya,   Wonderful,F
Shama,   A flame,F
Shambhavi,   Goddess Parvati,F
Shameena,   Beautiful,F
Shamiana,   Tent,F
Shamim,   Fire,F
Shamini,   Cute,F
Shamita,   Peacemaker,F
Shamitha,   Who is calm and disciplined,F
Shampa,   Lightning,F
Shanata,   Peaceful,F
Shankari,   Goddess Parvati,F
Shansa,   Praise,F
Shanta,   Peaceful; Daughter of kind Dasarath,F
Shantah,   Peace; Name of a God,F
Shantala,   Goddess Parvati,F
Shanti,   Peace,F
Shanuja,   Moonlight,F
Sharada,   Goddess of learning; Saraswati,F
Sharadini,   Autumn,F
Sharali,   Union,F
Sharanya,   Surrender,F
Sharayu,   River in Ayodhya,F
Sharda,   A Goddess,F
Shardambha,   Goddess Saraswati,F
Shareefa,   Noble,F
Shari,   Arrow,F
Sharika,   Goddess Durga,F
Sharini,   Earth,F
Sharmila,   Modest; Happy,F
Sharmista,   Wife of Yavati,F
Sharmistha,   Wife of Yayati,F
Sharon,   Goddess Aphrodite,F
Sharrvari,   Knight,F
Sharsti,   World,F
Sharvani,   Goddess Parvati,F
Sharvari,   The night,F
Sharvi,   Divine,F
Shasha,   Moon,F
Shashi,   The moon,F
Shashibala,   The moon,F
Shashini,   Moon,F
Shaswati,   Eternal,F
Shatakshi,   Goddess Durga,F
Shatarupa,   Lord Shiva,F
Shatha,   Aromatic,F
Shaveta,   Saraswati,F
Shayna,   Beautiful,F
Shazmin,   Princess,F
Sheela,   Cool,F
Sheema,   Limit; Border,F
Sheen,   Brightness,F
Sheetal,   Cool,F
Shefali,   A flower,F
Shefalika,   A flower,F
Shehla,   Dark brown; Almost black; Goats eye,F
Shejali,   A fruit,F
Shekhar,   Lord Shiva,F
Shelly,   Style; Manner; Method,F
Shenetha,   Graceful,F
Sheryl,   A Popular twentieth century name,F
Shevalini,   A river,F
Shevanti,   A flower,F
Shezreen,   Particle of gold,F
Shibani,   Goddess Durga,F
Shichi,   Glow,F
Shieka,   Good,F
Shiesta,   Modest; Disciplined; Cultured; Eminent,F
Shifa,   Friend; Truthful,F
Shifu,   Teacher,F
Shikha,   Flame,F
Shiku,   Basket,F
Shila,   Rock,F
Shilavati,   A river,F
Shilpa,   Well-proportioned; Stone,F
Shilpita,   Well- proportioned,F
Shima,   Limit; Border,F
Shinat,   Beautiful lady,F
Shinjini,   Anklebells,F
Shinjitha,   Sweet noise,F
Shiny,   Bright,F
Shipra,   A river,F
Shireen,   Sweet; Charming,F
Shireesha,   Flower,F
Shirin,   Sweet,F
Shirina,   Night,F
Shital,   Cold,F
Shiuli,   A flower,F
Shiva,   Goddess parvati,F
Shivakanta,   Goddess Durga,F
Shivali,   Goddess Parvati,F
Shivangi,   Beautiful,F
Shivani,   Goddess Parvati,F
Shivanjali,   Lord shiva,F
Shivanne,   Goddess Parvati,F
Shivanshi,   A part of Shiv,F
Shivati,   Shiv and Parvati,F
Shiveena,   Parvathi,F
Shivika,   Palanquin,F
Shivina,   Parvathi,F
Shivli,   Flower,F
Shlesha,   More than enough,F
Shloka,   Verse,F
Shoba,   Beauty,F
Shobha,   Attractive; Splendour,F
Shobhana,   Splendid,F
Shobhita,   Splendid,F
Shobhna,   Ornamental; Shining,F
Shobna,   Ornamental; Shining; Beautiful,F
Shomili,   Elegant and Beautiful,F
Shona,   A tibutery of ganga; Gold,F
Shorashi,   Young woman,F
Shoumo,   The quiet one; The learned one,F
Shouraya,   Courageous,F
Shrabana,   Name of a star,F
Shraddha,   Veneration,F
Shradha,   Faith,F
Shradhdha,   Faith; Trust,F
Shramidhi,   Girl who likes to work hard and earn,F
Shrathi,   Veda,F
Shravana,   Name of a star,F
Shravani,   Born in the month of Shravan,F
Shravanthi,   A name in Buddhist literature,F
Shravanti,   A name in Buddhist literature,F
Shravasti,   An ancient Indian city,F
Shravika,   Friend,F
Shravya,   Musical tone,F
Shraya,   Shresth,F
Shree,   Goddess Lakshmi,F
Shreela,   Beautiful,F
Shreema,   Prosperous,F
Shreemayi,   Fortunate,F
Shreena,   Spiritual,F
Shreeparna,   Tree adorned with leaves,F
Shreeya,   Auspicious; Lucky; Happiness,F
Shresta,   Foremost; Best; First,F
Shresth,   Best of all,F
Shrestha,   Perfection,F
Shresthi,   Best of all,F
Shreya,   Auspicious; Better,F
Shreyashi,   Good,F
Shreyasi,   One who is most beautiful,F
Shri,   Lustre,F
Shridevi,   Goddess,F
Shridula,   Blessing,F
Shridulla,   Blessing,F
Shrigauri,   Goddess Parvati,F
Shrigeeta,   The sacred Geeta,F
Shrijani,   Creative,F
Shrika,   Small whistle; Name of a bird; Fortune,F
Shrikala,   Goddess Laxmi,F
Shrikama,   Radha,F
Shrikirti,   Lustrous fame,F
Taahira,   Pure; Chaste,F
Taani,   Encouragement,F
Taanusiya,   A great devotee,F
Tabassum,   A flower,F
Tabasumm,   Sweet smile,F
Tabreesha,   Free as a bird,F
Tadyata,   Self awerness,F
Taisha,   Full of aliveness,F
Taj,   Crown; Jewel,F
Talika,   A bird,F
Talikha,   Nightingale,F
Talli,   Young,F
Tallie,   Heaven's dew,F
Talya,   Reach bearer,F
Tamadhur,   Proper name,F
Tamali,   A tree with very dark bark,F
Tamalika,   Belonging to a place full of Tamal,F
Tamanna,   Desire,F
Tamarai,   Lotus Flower; Beautiful,F
Tamasa,   A river; Darkness,F
Tamasi,   Night,F
Tambura,   A musical instrument,F
Tamra,   Copper,F
Tanavi,   Delicate,F
Tanaya,   Son,F
Tanaz,   Delicate body,F
Tania,   Name of a princess; Daughter,F
Tanika,   Rope,F
Taniksha,   Golden stone,F
Tanima,   Slenderness,F
Tanirika,   A flower,F
Tanisha,   Ambition,F
Tanishka,   Goddess of gold,F
Tanisi,   Goddess Durga,F
Taniya,   Daughter,F
Tanmanyi,   Ecstasy,F
Tanmaya,   Absorbed,F
Tanmayee,   Ecstasy,F
Tanmayi,   Ecstasy in sanskrit and telugu,F
Tannishtha,   Dedicated,F
Tanseem,   Salute of paradise,F
Tansi,   Beautiful Princess,F
